Sigla;Código;Município;Renda familiar - per capita - média (1991);Alfabetizados - pessoas 15 anos e mais (1991);
RS;4315750;Riozinho;0,77;80,415;
RS;4315800;Roca Sales;1,09;93,209;
RS;4315909;Rodeio Bonito;0,56;84,631;
RS;4315958;Rolador;;;
RS;4316006;Rolante;0,97;84,598;
RS;4316105;Ronda Alta;0,68;87,017;
RS;4316204;Rondinha;1,03;90,652;
RS;4316303;Roque Gonzales;0,65;85,892;
RS;4316402;Rosário do Sul;0,94;85,539;
RS;4316428;Sagrada Família;;77,917;
RS;4316436;Saldanha Marinho;1,76;90,409;
RS;4316451;Salto do Jacuí;0,95;80,568;
RS;4316477;Salvador das Missões;;97,559;
RS;4316501;Salvador do Sul;1,31;94,6;
RS;4316600;Sananduva;0,97;89,12;
RS;4316709;Santa Bárbara do Sul;1,2;87,863;
RS;4316733;Santa Cecília do Sul;;;
RS;4316758;Santa Clara do Sul;;93,719;
RS;4316808;Santa Cruz do Sul;1,44;92,256;
RS;4316907;Santa Maria;1,76;92,608;
RS;4316956;Santa Maria do Herval;0,91;96,429;
RS;4316972;Santa Margarida do Sul;;;
RS;4317004;Santana da Boa Vista;0,47;77,31;
RS;4317103;Santana do Livramento;1,26;90,918;
RS;4317202;Santa Rosa;1,25;91,846;
RS;4317251;Santa Tereza;;90,225;
RS;4317301;Santa Vitória do Palmar;1,41;87,485;
RS;4317400;Santiago;1,04;89,917;
RS;4317509;Santo Ângelo;1,3;90,768;
RS;4317558;Santo Antônio do Palma;;84,447;
RS;4317608;Santo Antônio da Patrulha;1,02;80,474;
RS;4317707;Santo Antônio das Missões;0,72;84,209;
RS;4317756;Santo Antônio do Planalto;;88,424;
RS;4317806;Santo Augusto;0,99;85,286;
RS;4317905;Santo Cristo;0,8;95,921;
RS;4317954;Santo Expedito do Sul;;83,35;
RS;4318002;São Borja;1,16;86,937;
RS;4318051;São Domingos do Sul;1,34;89,869;
RS;4318101;São Francisco de Assis;0,71;84,219;
RS;4318200;São Francisco de Paula;1,05;85,451;
RS;4318309;São Gabriel;1,17;83,525;
RS;4318408;São Jerônimo;1,06;82,509;
RS;4318424;São João da Urtiga;0,59;84,291;
RS;4318432;São João do Polêsine;;92,343;
RS;4318440;São Jorge;1,01;89,664;
RS;4318457;São José das Missões;;79,443;
RS;4318465;São José do Herval;0,66;73,333;
RS;4318481;São José do Hortêncio;0,86;96,835;
RS;4318499;São José do Inhacorá;;95,117;
RS;4318507;São José do Norte;0,66;71,617;
RS;4318606;São José do Ouro;0,74;86,871;
RS;4318614;São José do Sul;;;
RS;4318622;São José dos Ausentes;;84,904;
RS;4318705;São Leopoldo;1,61;91,685;
RS;4318804;São Lourenço do Sul;1,1;89,385;
RS;4318903;São Luiz Gonzaga;1;86,586;
RS;4319000;São Marcos;1,86;91,282;
RS;4319109;São Martinho;0,63;90,841;
RS;4319125;São Martinho da Serra;;79,856;
RS;4319158;São Miguel das Missões;0,7;81,648;
RS;4319208;São Nicolau;0,67;75,139;
RS;4319307;São Paulo das Missões;0,51;91,001;
RS;4319356;São Pedro da Serra;;94,467;
RS;4319364;São Pedro das Missões;;;
RS;4319372;São Pedro do Butiá;;96,251;
RS;4319406;São Pedro do Sul;0,8;88,229;
RS;4319505;São Sebastião do Caí;1,46;91,342;
RS;4319604;São Sepé;1,02;86,191;
RS;4319703;São Valentim;0,79;85,262;
RS;4319711;São Valentim do Sul;;87,557;
RS;4319737;São Valério do Sul;;80,385;
RS;4319752;São Vendelino;1,13;97,67;
RS;4319802;São Vicente do Sul;1,09;85,022;
RS;4319901;Sapiranga;1,21;90,746;
RS;4320008;Sapucaia do Sul;1,14;91,24;
RS;4320107;Sarandi;0,88;88,194;
RS;4320206;Seberi;0,56;85,523;
RS;4320230;Sede Nova;0,66;83,901;
RS;4320263;Segredo;0,59;79,175;
RS;4320305;Selbach;1,1;95,302;
RS;4320321;Senador Salgado Filho;;88,353;
RS;4320354;Sentinela do Sul;;80,899;
RS;4320404;Serafina Corrêa;1,41;90,643;
RS;4320453;Sério;;80,309;
RS;4320503;Sertão;0,76;88,59;
RS;4320552;Sertão Santana;;87,663;
RS;4320578;Sete de Setembro;;90,661;
RS;4320602;Severiano de Almeida;0,65;89,103;
RS;4320651;Silveira Martins;0,98;87,341;
RS;4320677;Sinimbu;;85,245;
RS;4320701;Sobradinho;0,91;84,653;
RS;4320800;Soledade;1,04;82,614;
RS;4320859;Tabaí;;79,682;
RS;4320909;Tapejara;0,89;88,613;
RS;4321006;Tapera;1,27;90,377;
RS;4321105;Tapes;1,13;85,049;
RS;4321204;Taquara;1,61;90,362;
RS;4321303;Taquari;0,96;86,958;
RS;4321329;Taquaruçu do Sul;0,95;86,676;
RS;4321352;Tavares;1,07;74,602;
RS;4321402;Tenente Portela;0,61;84,267;
RS;4321436;Terra de Areia;0,93;83,557;
RS;4321451;Teutônia;1,39;96,127;
RS;4321469;Tio Hugo;;;
RS;4321477;Tiradentes do Sul;;84,402;
RS;4321493;Toropi;;88;
RS;4321501;Torres;1,18;88,646;
RS;4321600;Tramandaí;1,12;89,788;
RS;4321626;Travesseiro;;92,289;
RS;4321634;Três Arroios;1,06;92,985;
RS;4321667;Três Cachoeiras;1,85;85,918;
RS;4321709;Três Coroas;1,23;91,202;
RS;4321808;Três de Maio;0,92;90,981;
RS;4321832;Três Forquilhas;;76,193;
RS;4321857;Três Palmeiras;0,68;79,37;
RS;4321907;Três Passos;0,8;89,267;
RS;4321956;Trindade do Sul;0,43;77,397;
RS;4322004;Triunfo;1,22;84,925;
RS;4322103;Tucunduva;0,94;90,727;
RS;4322152;Tunas;0,47;72,482;
RS;4322186;Tupanci do Sul;;82,682;
RS;4322202;Tupanciretã;1,02;88,015;
RS;4322251;Tupandi;0,83;92,157;
RS;4322301;Tuparendi;0,76;90,144;
RS;4322327;Turuçu;;87,979;
RS;4322343;Ubiretama;;93,095;
RS;4322350;União da Serra;;87,362;
RS;4322376;Unistalda;;81,97;
RS;4322400;Uruguaiana;1,36;90,892;
RS;4322509;Vacaria;1,14;88,425;
RS;4322525;Vale Verde;;79;
RS;4322533;Vale do Sol;;87,907;
RS;4322541;Vale Real;;92,416;
RS;4322558;Vanini;0,88;87,058;
RS;4322608;Venâncio Aires;1,02;90,529;
RS;4322707;Vera Cruz;0,99;90,317;
RS;4322806;Veranópolis;1,61;92,465;
RS;4322855;Vespasiano Correa;;86,029;
RS;4322905;Viadutos;0,96;88,728;
RS;4323002;Viamão;1,13;89,314;
RS;4323101;Vicente Dutra;0,5;79,087;
RS;4323200;Victor Graeff;0,96;94,332;
RS;4323309;Vila Flores;1,64;92,836;
RS;4323358;Vila Lângaro;;90,226;
RS;4323408;Vila Maria;1,18;86,471;
RS;4323457;Vila Nova do Sul;;82,476;
RS;4323507;Vista Alegre;1;85,85;
RS;4323606;Vista Alegre do Prata;1,42;91,211;
RS;4323705;Vista Gaúcha;0,61;88,321;
RS;4323754;Vitória das Missões;;83,689;
RS;4323770;Westfalia;;;
RS;4323804;Xangri-lá;;90,311;
RS;4399919;Santa Cristina do Pinhal;;;
RS;4399929;Santa Izabel;;;
SC;4200051;Abdon Batista;0,51;85,031;
SC;4200101;Abelardo Luz;0,7;80,02;
SC;4200200;Agrolândia;0,9;89,282;
SC;4200309;Agronômica;0,82;90,934;
SC;4200408;Água Doce;0,77;85,066;
SC;4200507;Águas de Chapecó;0,57;83,385;
SC;4200556;Águas Frias;;84,487;
SC;4200606;Águas Mornas;0,75;86,013;
SC;4200705;Alfredo Wagner;0,9;82,521;
SC;4200754;Alto Bela Vista;;92,694;
SC;4200804;Anchieta;0,62;82,067;
SC;4200903;Angelina;0,77;81,923;
SC;4201000;Anita Garibaldi;0,44;75,799;
SC;4201109;Anitápolis;0,77;82,642;
SC;4201208;Antônio Carlos;0,96;89,707;
SC;4201257;Apiúna;0,91;84,951;
SC;4201273;Arabutã;;93,437;
SC;4201307;Araquari;0,97;87,57;
SC;4201406;Araranguá;1,05;88,94;
SC;4201505;Armazém;0,89;85,308;
SC;4201604;Arroio Trinta;0,95;86,909;
SC;4201653;Arvoredo;;82,243;
SC;4201703;Ascurra;1,12;90,574;
SC;4201802;Atalanta;0,77;89,791;
SC;4201901;Aurora;1,02;92,641;
SC;4201950;Balneário Arroio do Silva;;85,548;
SC;4202008;Balneário Camboriú;2,34;94,171;
SC;4202057;Balneário Barra do Sul;;86,5;
SC;4202073;Balneário Gaivota;;85,393;
SC;4202081;Bandeirante;;81,787;
SC;4202099;Barra Bonita;;83,42;
SC;4202107;Barra Velha;0,97;86,94;
SC;4202131;Bela Vista do Toldo;;85,208;
SC;4202156;Belmonte;;85,321;
SC;4202206;Benedito Novo;1,1;92,683;
SC;4202305;Biguaçu;1,07;87,448;
SC;4202404;Blumenau;2,14;95,898;
SC;4202438;Bocaina do Sul;;81,575;
SC;4202453;Bombinhas;;88,755;
SC;4202503;Bom Jardim da Serra;0,78;82,802;
SC;4202537;Bom Jesus;;82,904;
SC;4202578;Bom Jesus do Oeste;;87,898;
SC;4202602;Bom Retiro;0,77;81,118;
SC;4202701;Botuverá;1,07;88,119;
SC;4202800;Braço do Norte;0,99;89,562;
SC;4202859;Braço do Trombudo;;88,41;
SC;4202875;Brunópolis;;71,115;
SC;4202909;Brusque;1,77;93,464;
SC;4203006;Caçador;1,09;88,171;
SC;4203105;Caibi;1,21;87,385;
SC;4203154;Calmon;;76,846;
SC;4203204;Camboriú;1,13;85,619;
SC;4203253;Capão Alto;;75,62;
SC;4203303;Campo Alegre;0,74;88,764;
SC;4203402;Campo Belo do Sul;0,45;74,902;
SC;4203501;Campo Erê;0,43;80,74;
SC;4203600;Campos Novos;0,81;83,194;
SC;4203709;Canelinha;1;83,12;
SC;4203808;Canoinhas;0,82;91,333;
SC;4203907;Capinzal;1;87,811;
SC;4203956;Capivari de Baixo;;89,341;
SC;4204004;Catanduvas;0,91;86,311;
SC;4204103;Caxambu do Sul;0,54;81,591;
SC;4204152;Celso Ramos;0,56;85,676;
SC;4204178;Cerro Negro;;69,994;
SC;4204194;Chapadão do Lageado;;87,012;
SC;4204202;Chapecó;1,23;89,175;
SC;4204251;Cocal do Sul;;93,222;
SC;4204301;Concórdia;1,35;90,829;
SC;4204350;Cordilheira Alta;;86,763;
SC;4204400;Coronel Freitas;0,77;83,987;
SC;4204459;Coronel Martins;;80,279;
SC;4204509;Corupá;1,44;92,336;
SC;4204558;Correia Pinto;0,87;84,151;
SC;4204608;Criciúma;1,6;92,975;
SC;4204707;Cunha Porã;0,83;90,768;
SC;4204756;Cunhataí;;95,056;
SC;4204806;Curitibanos;0,89;87,217;
SC;4204905;Descanso;0,65;87,056;
SC;4205001;Dionísio Cerqueira;0,75;81,973;
SC;4205100;Dona Emma;0,67;91,01;
SC;4205159;Doutor Pedrinho;1,06;92,651;
SC;4205175;Entre Rios;;70,122;
SC;4205191;Ermo;;82,173;
SC;4205209;Erval Velho;0,9;84,525;
SC;4205308;Faxinal dos Guedes;0,94;83,234;
SC;4205357;Flor do Sertão;;77,712;
SC;4205407;Florianópolis;2,73;93,739;
SC;4205431;Formosa do Sul;;83,583;
SC;4205456;Forquilhinha;1,16;90,27;
SC;4205506;Fraiburgo;1,11;88,584;
SC;4205555;Frei Rogério;;85,421;
SC;4205605;Galvão;0,64;80,419;
SC;4205704;Garopaba;0,69;77,757;
SC;4205803;Garuva;1,13;88;
SC;4205902;Gaspar;1,58;93,991;
SC;4206009;Governador Celso Ramos;0,98;82,54;
SC;4206108;Grão Pará;1,45;88,201;
SC;4206207;Gravatal;0,91;85,172;
SC;4206306;Guabiruba;1,24;93,642;
SC;4206405;Guaraciaba;0,63;89,148;
SC;4206504;Guaramirim;1,35;92,069;
SC;4206603;Guarujá do Sul;0,9;88,351;
SC;4206652;Guatambú;;80,46;
SC;4206702;Herval d'Oeste;1,06;88,178;
SC;4206751;Ibiam;;84,746;
SC;4206801;Ibicaré;0,87;87,998;
SC;4206900;Ibirama;1,08;93,118;
SC;4207007;Içara;0,95;88,786;
SC;4207106;Ilhota;1;88,377;
SC;4207205;Imaruí;0,8;76,012;
SC;4207304;Imbituba;0,96;86,729;
SC;4207403;Imbuia;1,3;86,585;
SC;4207502;Indaial;1,46;94,561;
SC;4207577;Iomerê;;89,006;
SC;4207601;Ipira;0,7;95,962;
SC;4207650;Iporã do Oeste;0,94;93,357;
SC;4207684;Ipuaçu;;75,158;
SC;4207700;Ipumirim;0,78;90,137;
SC;4207759;Iraceminha;0,79;88,663;
SC;4207809;Irani;0,63;85,942;
SC;4207858;Irati;;80,818;
SC;4207908;Irineópolis;0,64;86,111;
SC;4208005;Itá;0,71;89,634;
SC;4208104;Itaiópolis;0,6;88,834;
SC;4208203;Itajaí;1,6;92,143;
SC;4208302;Itapema;1,28;90,366;
SC;4208401;Itapiranga;0,81;94,251;
SC;4208450;Itapoá;0,95;88,273;
SC;4208500;Ituporanga;1,42;90,44;
SC;4208609;Jaborá;0,7;84,894;
SC;4208708;Jacinto Machado;0,81;83,59;
SC;4208807;Jaguaruna;0,91;83,175;
SC;4208906;Jaraguá do Sul;1,95;95,639;
SC;4208955;Jardinópolis;;83,138;
SC;4209003;Joaçaba;1,75;92,862;
SC;4209102;Joinville;1,75;94,367;
SC;4209151;José Boiteux;0,8;87,678;
SC;4209177;Jupiá;;79,429;
SC;4209201;Lacerdópolis;0,93;89,669;
SC;4209300;Lages;1,21;89,062;
SC;4209409;Laguna;0,81;86,666;
SC;4209458;Lajeado Grande;;86,088;
SC;4209508;Laurentino;1,05;92,232;
SC;4209607;Lauro Muller;0,7;88,352;
SC;4209706;Lebon Régis;0,67;77,202;
SC;4209805;Leoberto Leal;0,7;80,645;
SC;4209854;Lindóia do Sul;1,1;86,787;
SC;4209904;Lontras;1,05;87,981;
SC;4210001;Luiz Alves;1,32;92,849;
SC;4210035;Luzerna;;94,069;
SC;4210050;Macieira;;80,845;
SC;4210100;Mafra;0,93;92,66;
SC;4210209;Major Gercino;0,56;87,31;
SC;4210308;Major Vieira;0,6;85,626;
SC;4210407;Maracajá;0,84;88,279;
SC;4210506;Maravilha;0,94;88,242;
SC;4210555;Marema;0,59;84,716;
SC;4210605;Massaranduba;1,41;90,29;
SC;4210704;Matos Costa;0,63;85,294;
SC;4210803;Meleiro;1,29;86,124;
SC;4210852;Mirim Doce;;85,1;
SC;4210902;Modelo;0,66;90,098;
SC;4211009;Mondaí;0,57;90,124;
SC;4211058;Monte Carlo;;80,818;
SC;4211108;Monte Castelo;0,58;80,056;
SC;4211207;Morro da Fumaça;1,48;88,114;
SC;4211256;Morro Grande;;86,32;
SC;4211306;Navegantes;1,09;88,509;
SC;4211405;Nova Erechim;0,89;89,375;
SC;4211454;Nova Itaberaba;;81,853;
SC;4211504;Nova Trento;1,12;89,509;
SC;4211603;Nova Veneza;1,19;91,671;
SC;4211652;Novo Horizonte;;84,32;
SC;4211702;Orleans;1,01;88,509;
SC;4211751;Otacílio Costa;1,04;86,873;
SC;4211801;Ouro;1,24;92,19;
SC;4211850;Ouro Verde;;84,376;
SC;4211876;Paial;;85,694;
SC;4211892;Painel;;82,107;
SC;4211900;Palhoça;1,08;89,273;
SC;4212007;Palma Sola;0,62;81,941;
SC;4212056;Palmeira;;82,697;
SC;4212106;Palmitos;0,72;89,23;
SC;4212205;Papanduva;0,65;84,893;
SC;4212239;Paraíso;;83,458;
SC;4212254;Passo de Torres;;83,194;
SC;4212270;Passos Maia;;79,672;
SC;4212304;Paulo Lopes;0,67;77,675;
SC;4212403;Pedras Grandes;0,77;89,441;
SC;4212502;Penha;1,26;85,994;
SC;4212601;Peritiba;1,33;94,097;
SC;4212650;Pescaria Brava;;;
SC;4212700;Petrolândia;0,8;88,708;
SC;4212809;Piçarras;1,08;88,075;
SC;4212908;Pinhalzinho;1,18;88,907;
SC;4213005;Pinheiro Preto;1;93,665;
SC;4213104;Piratuba;0,72;89,846;
SC;4213153;Planalto Alegre;;78,19;
SC;4213203;Pomerode;1,39;98,191;
SC;4213302;Ponte Alta;0,93;80,592;
SC;4213351;Ponte Alta do Norte;;75,36;
SC;4213401;Ponte Serrada;0,65;83,666;
SC;4213500;Porto Belo;1,06;86,452;
SC;4213609;Porto União;1,07;93,027;
SC;4213708;Pouso Redondo;0,8;91,499;
SC;4213807;Praia Grande;1,09;81,893;
SC;4213906;Presidente Castelo Branco;0,94;92,093;
SC;4214003;Presidente Getúlio;0,98;93,656;
SC;4214102;Presidente Nereu;0,69;81,844;
SC;4214151;Princesa;;83,964;
SC;4214201;Quilombo;0,63;81,234;
SC;4214300;Rancho Queimado;0,89;83,55;
SC;4214409;Rio das Antas;0,96;88,23;
SC;4214508;Rio do Campo;0,77;88,805;
SC;4214607;Rio do Oeste;1,05;92,226;
SC;4214706;Rio dos Cedros;1,04;95,065;
SC;4214805;Rio do Sul;1,52;92,885;
SC;4214904;Rio Fortuna;0,76;92,918;
SC;4215000;Rio Negrinho;1,09;93,054;
SC;4215059;Rio Rufino;;84,987;
SC;4215075;Riqueza;;84,566;
SC;4215109;Rodeio;1,19;94,061;
SC;4215208;Romelândia;0,55;87,566;
SC;4215307;Salete;0,84;91,223;
SC;4215356;Saltinho;;77,869;
SC;4215406;Salto Veloso;0,76;86,366;
SC;4215455;Sangão;;83,083;
SC;4215505;Santa Cecília;0,91;83,738;
SC;4215554;Santa Helena;;85,816;
SC;4215604;Santa Rosa de Lima;0,75;90,552;
SC;4215653;Santa Rosa do Sul;1,05;82,273;
SC;4215679;Santa Terezinha;;83,867;
SC;4215687;Santa Terezinha do Progresso;;79,236;
SC;4215695;Santiago do Sul;;80,645;
SC;4215703;Santo Amaro da Imperatriz;0,94;89,204;
SC;4215752;São Bernardino;;81,438;
SC;4215802;São Bento do Sul;1,29;94,757;
SC;4215901;São Bonifácio;0,82;90,713;
SC;4216008;São Carlos;0,88;90,905;
SC;4216057;São Cristovão do Sul;;77,96;
SC;4216107;São Domingos;0,62;84,907;
SC;4216206;São Francisco do Sul;1,07;91,6;
SC;4216255;São João do Oeste;;96,641;
SC;4216305;São João Batista;1,09;89,368;
SC;4216354;São João do Itaperiú;;85,527;
SC;4216404;São João do Sul;0,88;83,836;
SC;4216503;São Joaquim;0,87;85,719;
SC;4216602;São José;1,72;93,01;
SC;4216701;São José do Cedro;0,81;87,459;
SC;4216800;São José do Cerrito;0,55;78,251;
SC;4216909;São Lourenço do Oeste;0,74;85,989;
SC;4217006;São Ludgero;1,33;92,694;
SC;4217105;São Martinho;0,71;88,933;
SC;4217154;São Miguel da Boa Vista;;88,272;
SC;4217204;São Miguel do Oeste;0,93;89,876;
SC;4217253;São Pedro de Alcântara;;85,267;
SC;4217303;Saudades;0,75;92,287;
SC;4217402;Schroeder;1,43;93,895;
SC;4217501;Seara;1,24;88,183;
SC;4217550;Serra Alta;0,64;87,251;
SC;4217600;Siderópolis;0,91;92,908;
SC;4217709;Sombrio;0,91;88,332;
SC;4217758;Sul Brasil;;81,579;
SC;4217808;Taió;0,98;90,7;
SC;4217907;Tangará;1,08;86,806;
SC;4217956;Tigrinhos;;82,673;
SC;4218004;Tijucas;1,53;84,838;
SC;4218103;Timbé do Sul;0,83;81,329;
SC;4218202;Timbó;1,59;95,78;
SC;4218251;Timbó Grande;0,66;74,765;
SC;4218301;Três Barras;0,68;86,003;
SC;4218350;Treviso;;91,062;
SC;4218400;Treze de Maio;0,79;87,861;
SC;4218509;Treze Tílias;1,09;90,684;
SC;4218608;Trombudo Central;1,07;91,728;
SC;4218707;Tubarão;1,32;91,714;
SC;4218756;Tunápolis;0,65;95,797;
SC;4218806;Turvo;1,55;88,647;
SC;4218855;União do Oeste;0,8;86,38;
SC;4218905;Urubici;0,87;85,756;
SC;4218954;Urupema;0,83;87,092;
SC;4219002;Urussanga;1,2;92,129;
SC;4219101;Vargeão;1,1;84,791;
SC;4219150;Vargem;;81,652;
SC;4219176;Vargem Bonita;;82,955;
SC;4219200;Vidal Ramos;0,74;85,929;
SC;4219309;Videira;1,47;91,569;
SC;4219358;Vitor Meireles;0,8;84,531;
SC;4219408;Witmarsum;0,68;91,119;
SC;4219507;Xanxerê;1,49;87,386;
SC;4219606;Xavantina;1,7;85,693;
SC;4219705;Xaxim;0,8;86,137;
SC;4219853;Zortéa;;87,051;
SC;4220000;Balneário Rincão;;;
SC;4299919;São Miguel;;;
SE;2800100;Amparo de São Francisco;0,28;53,03;
SE;2800209;Aquidabã;0,42;51,627;
SE;2800308;Aracaju;1,51;85,578;
SE;2800407;Arauá;0,38;46,539;
SE;2800506;Areia Branca;0,42;52,435;
SE;2800605;Barra dos Coqueiros;0,63;71,056;
SE;2800670;Boquim;0,64;57,775;
SE;2800704;Brejo Grande;0,32;45,203;
SE;2801009;Campo do Brito;0,49;48,99;
SE;2801108;Canhoba;0,35;45,33;
SE;2801207;Canindé de São Francisco;0,37;43,168;
SE;2801306;Capela;0,43;56,454;
SE;2801405;Carira;0,48;40,553;
SE;2801504;Carmópolis;0,57;66,494;
SE;2801603;Cedro de São João;0,53;63,184;
SE;2801702;Cristinápolis;0,36;38,587;
SE;2801900;Cumbe;0,36;47,843;
SE;2802007;Divina Pastora;0,35;60,14;
SE;2802106;Estância;0,56;65,026;
SE;2802205;Feira Nova;0,33;42,835;
SE;2802304;Frei Paulo;0,45;53,439;
SE;2802403;Gararu;0,31;44,852;
SE;2802502;General Maynard;0,38;65,608;
SE;2802601;Gracho Cardoso;0,32;48,342;
SE;2802700;Ilha das Flores;0,24;53,418;
SE;2802809;Indiaroba;0,3;39,906;
SE;2802908;Itabaiana;0,69;58,925;
SE;2803005;Itabaianinha;0,33;45,629;
SE;2803104;Itabi;0,43;53,754;
SE;2803203;Itaporanga d'Ajuda;0,29;46,568;
SE;2803302;Japaratuba;0,44;62,094;
SE;2803401;Japoatã;0,31;46,462;
SE;2803500;Lagarto;0,54;54,747;
SE;2803609;Laranjeiras;0,41;62,681;
SE;2803708;Macambira;0,37;51,992;
SE;2803807;Malhada dos Bois;0,36;51,449;
SE;2803906;Malhador;0,45;55,491;
SE;2804003;Maruim;0,4;65,324;
SE;2804102;Moita Bonita;0,41;57,364;
SE;2804201;Monte Alegre de Sergipe;0,29;39,75;
SE;2804300;Muribeca;0,32;52,392;
SE;2804409;Neópolis;0,4;60,617;
SE;2804458;Nossa Senhora Aparecida;0,36;35,824;
SE;2804508;Nossa Senhora da Glória;0,43;51,239;
SE;2804607;Nossa Senhora das Dores;0,48;51,303;
SE;2804706;Nossa Senhora de Lourdes;0,51;49,91;
SE;2804805;Nossa Senhora do Socorro;0,48;76,362;
SE;2804904;Pacatuba;0,29;45,12;
SE;2805000;Pedra Mole;0,31;54,444;
SE;2805109;Pedrinhas;0,44;52,205;
SE;2805208;Pinhão;0,35;46,637;
SE;2805307;Pirambu;0,39;56,973;
SE;2805406;Poço Redondo;0,27;31,622;
SE;2805505;Poço Verde;0,33;49,711;
SE;2805604;Porto da Folha;0,29;46,236;
SE;2805703;Propriá;0,58;67,381;
SE;2805802;Riachão do Dantas;0,35;39,278;
SE;2805901;Riachuelo;0,41;57,374;
SE;2806008;Ribeirópolis;0,47;53,746;
SE;2806107;Rosário do Catete;0,5;62,44;
SE;2806206;Salgado;0,38;43,676;
SE;2806305;Santa Luzia do Itanhy;0,27;36,857;
SE;2806404;Santana do São Francisco;;51,901;
SE;2806503;Santa Rosa de Lima;0,33;52,043;
SE;2806602;Santo Amaro das Brotas;0,31;61,634;
SE;2806701;São Cristóvão;0,51;71,778;
SE;2806800;São Domingos;0,42;43,138;
SE;2806909;São Francisco;0,49;57,709;
SE;2807006;São Miguel do Aleixo;0,38;34,783;
SE;2807105;Simão Dias;0,43;54,157;
SE;2807204;Siriri;0,37;57,043;
SE;2807303;Telha;0,3;55,793;
SE;2807402;Tobias Barreto;0,45;53,086;
SE;2807501;Tomar do Geru;0,32;42,425;
SE;2807600;Umbaúba;0,54;51,702;
SP;3500105;Adamantina;1,53;86,132;
SP;3500204;Adolfo;1,04;79,269;
SP;3500303;Aguaí;1,18;86,652;
SP;3500402;Águas da Prata;1,56;88,129;
SP;3500501;Águas de Lindóia;1,42;86,103;
SP;3500550;Águas de Santa Bárbara;1,19;87,649;
SP;3500600;Águas de São Pedro;3,48;95,227;
SP;3500709;Agudos;1,16;85,967;
SP;3500758;Alambari;;83,812;
SP;3500808;Alfredo Marcondes;1,12;80,093;
SP;3500907;Altair;1,03;77,767;
SP;3501004;Altinópolis;1,49;87,36;
SP;3501103;Alto Alegre;0,74;81,5;
SP;3501152;Alumínio;;88,83;
SP;3501202;Álvares Florence;0,67;81,919;
SP;3501301;Álvares Machado;1,04;83,52;
SP;3501400;Álvaro de Carvalho;0,62;76;
SP;3501509;Alvinlândia;0,84;75,23;
SP;3501608;Americana;2,26;92,386;
SP;3501707;Américo Brasiliense;1,42;84,943;
SP;3501806;Américo de Campos;0,97;79,583;
SP;3501905;Amparo;1,71;88,947;
SP;3502002;Analândia;1,27;86,057;
SP;3502101;Andradina;1,36;85,352;
SP;3502200;Angatuba;1,16;85,745;
SP;3502309;Anhembi;0,98;83,525;
SP;3502408;Anhumas;0,75;79,167;
SP;3502507;Aparecida;1,71;91,293;
SP;3502606;Aparecida d'Oeste;0,88;75,564;
SP;3502705;Apiaí;0,8;82,886;
SP;3502754;Araçariguama;;86,079;
SP;3502804;Araçatuba;1,95;90,85;
SP;3502903;Araçoiaba da Serra;1,28;84,635;
SP;3503000;Aramina;1,33;84,975;
SP;3503109;Arandu;0,7;76,963;
SP;3503158;Arapeí;;78,876;
SP;3503208;Araraquara;2,06;91,811;
SP;3503307;Araras;1,84;89,394;
SP;3503356;Arco-Íris;;79,012;
SP;3503406;Arealva;1,02;83,535;
SP;3503505;Areias;0,74;78,804;
SP;3503604;Areiópolis;0,98;77,657;
SP;3503703;Ariranha;1,5;82,031;
SP;3503802;Artur Nogueira;1,62;86,484;
SP;3503901;Arujá;1,66;86,224;
SP;3503950;Aspásia;;76,483;
SP;3504008;Assis;1,63;90,081;
SP;3504107;Atibaia;1,94;86,596;
SP;3504206;Auriflama;1,45;84,158;
SP;3504305;Avaí;0,72;80,684;
SP;3504404;Avanhandava;1,12;82,9;
SP;3504503;Avaré;1,6;88,508;
SP;3504602;Bady Bassitt;1,55;85,243;
SP;3504701;Balbinos;0,86;80,691;
SP;3504800;Bálsamo;1,23;83,708;
SP;3504909;Bananal;0,81;83,175;
SP;3505005;Barão de Antonina;0,63;79,212;
SP;3505104;Barbosa;0,82;79,572;
SP;3505203;Bariri;1,4;86,45;
SP;3505302;Barra Bonita;2,32;87,12;
SP;3505351;Barra do Chapéu;;73,29;
SP;3505401;Barra do Turvo;0,54;65,483;
SP;3505500;Barretos;1,62;89,538;
SP;3505609;Barrinha;1,29;81,599;
SP;3505708;Barueri;2,24;88,556;
SP;3505807;Bastos;1,83;85,108;
SP;3505906;Batatais;1,69;88,63;
SP;3506003;Bauru;2,16;91,951;
SP;3506102;Bebedouro;1,55;88,166;
SP;3506201;Bento de Abreu;1,23;83,272;
SP;3506300;Bernardino de Campos;1,2;86,391;
SP;3506359;Bertioga;;86,274;
SP;3506409;Bilac;1,22;84,923;
SP;3506508;Birigui;1,65;88,421;
SP;3506607;Biritiba-Mirim;1,19;81,166;
SP;3506706;Boa Esperança do Sul;1,11;80,743;
SP;3506805;Bocaina;1,68;84,175;
SP;3506904;Bofete;0,98;82,178;
SP;3507001;Boituva;1,56;86,629;
SP;3507100;Bom Jesus dos Perdões;1,62;82,955;
SP;3507159;Bom Sucesso de Itararé;;76,034;
SP;3507209;Borá;0,65;74,798;
SP;3507308;Boracéia;0,99;78,843;
SP;3507407;Borborema;1,51;82,053;
SP;3507456;Borebi;;82,595;
SP;3507506;Botucatu;2,07;91,072;
